Entity,Callsign,Frequency,Granted,Stat,Units,Pag,Code,Svc,City
Concentra Health Services Inc,WQUR908,452.86250,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQUR908,452.86250,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,452.88750,2010-07-29,A,16,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,452.88750,2010-07-29,A,28,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,452.88750,2010-07-29,A,28,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,452.88750,2010-07-29,A,28,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,452.88750,2010-07-29,A,15,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,452.88750,2010-07-29,A,16,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQUR908,452.88750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,452.88750,2010-07-29,A,15,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,452.88750,2010-07-29,A,15,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,452.88750,2010-07-29,A,16,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,452.98750,2010-07-29,A,18,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQUR908,452.98750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,452.98750,2010-07-29,A,18,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,452.98750,2010-07-29,A,18,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,452.98750,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.18750,2010-07-29,A,46,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQUR908,456.18750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.18750,2010-07-29,A,46,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.18750,2010-07-29,A,46,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.23750,2010-07-29,A,22,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.23750,2010-07-29,A,35,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.23750,2010-07-29,A,22,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.23750,2010-07-29,A,22,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.23750,2010-07-29,A,35,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.23750,2010-07-29,A,35,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.23750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.28750,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.28750,2010-07-29,A,30,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQUR908,456.28750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.28750,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.28750,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.28750,2010-07-29,A,34,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.28750,2010-07-29,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.28750,2010-07-29,A,30,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.28750,2010-07-29,A,34,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.28750,2010-07-29,A,34,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.31250,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.31250,2010-07-29,A,26,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQUR908,456.31250,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.31250,2010-07-29,A,26,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.31250,2010-07-29,A,26,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.31250,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.31250,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.31250,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.33750,2010-07-29,A,34,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.33750,2010-07-29,A,34,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.33750,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.33750,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.33750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.33750,2010-07-29,A,34,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.33750,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,40,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,40,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,18,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,18,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,24,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,24,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.36250,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,40,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,18,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.36250,2010-07-29,A,24,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.38750,2010-07-29,A,34,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.38750,2010-07-29,A,28,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.38750,2010-07-29,A,30,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.38750,2010-07-29,A,34,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.38750,2010-07-29,A,34,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.38750,2010-07-29,A,28,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.38750,2010-07-29,A,28,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.38750,2010-07-29,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.38750,2010-07-29,A,30,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.38750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.41250,2010-07-29,A,30,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.41250,2010-07-29,A,40,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.41250,2010-07-29,A,40,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.41250,2010-07-29,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.41250,2010-07-29,A,40,0,MO,IG,Chicago
Concentra Health Services Inc,WQUR908,456.41250,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQUR908,456.41250,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.41250,2010-07-29,A,30,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,15,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,24,0,MO,IG,Chicago
Concentra Health Services Inc,WQUR908,456.43750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,28,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,15,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.43750,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,28,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,24,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,15,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,24,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,28,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.43750,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,16,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,28,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,16,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,26,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,26,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,28,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,16,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,26,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQUR908,456.46250,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.46250,2010-07-29,A,28,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,16,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,16,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,35,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,18,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,18,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,28,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,46,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,35,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,46,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQUR908,456.48750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,28,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,28,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,35,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,16,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQUR908,456.48750,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,46,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.48750,2010-07-29,A,18,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,12,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,26,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,28,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,16,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,12,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,12,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,26,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,26,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,22,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,28,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,28,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,16,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,16,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,22,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.51250,2010-07-29,A,22,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.53750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.53750,2010-07-29,A,16,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.53750,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.53750,2010-07-29,A,16,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.53750,2010-07-29,A,30,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.53750,2010-07-29,A,16,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.53750,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.53750,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.53750,2010-07-29,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.53750,2010-07-29,A,30,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.56250,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQUR908,456.56250,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.56250,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.56250,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.56250,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.58750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.58750,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.58750,2010-07-29,A,16,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.58750,2010-07-29,A,30,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.58750,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.58750,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.58750,2010-07-29,A,16,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.58750,2010-07-29,A,16,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.58750,2010-07-29,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.58750,2010-07-29,A,30,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.61250,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.61250,2010-07-29,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.61250,2010-07-29,A,25,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.61250,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.61250,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.61250,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.61250,2010-07-29,A,25,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.61250,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,28,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,28,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,16,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,30,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,16,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.63750,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,40,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,30,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,22,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,40,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,40,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.63750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,28,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,22,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,16,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.63750,2010-07-29,A,22,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,28,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,16,0,MO,IG,Chicago
Concentra Health Services Inc,WQUR908,456.66250,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,28,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,16,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,24,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,12,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,22,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,24,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,28,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,24,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,16,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,12,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,12,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.66250,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,22,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.66250,2010-07-29,A,22,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,28,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,25,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,22,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,34,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,28,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,25,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,30,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQUR908,456.68750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,22,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,34,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,34,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,30,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,28,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.68750,2010-07-29,A,22,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,24,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,15,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,24,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,22,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,22,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,30,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,46,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,46,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,15,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,15,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,16,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,24,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,16,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,16,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,22,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,30,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.71250,2010-07-29,A,46,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.73750,2010-07-29,A,16,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.73750,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.73750,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.73750,2010-07-29,A,16,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.73750,2010-07-29,A,16,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.73750,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,24,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,16,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,16,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.76250,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,28,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,20,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,28,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,20,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,18,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,24,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,24,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,40,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,26,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,18,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,18,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,456.76250,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,40,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,40,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,16,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,26,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,28,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQMF982,456.76250,2010-07-29,A,26,0,MO,IG,Bridgeview
Concentra Health Services Inc,WQUR908,457.03750,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQUR908,457.03750,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,457.06250,2010-07-29,A,20,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQUR908,457.06250,2014-09-24,A,30,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,457.06250,2010-07-29,A,18,0,MO,IG,Franklin Park
Concentra Health Services Inc,WQUR908,457.06250,2014-09-24,A,25,0,MO,IG,Chicago
Concentra Health Services Inc,WQMF982,457.06250,2010-07-29,A,20,0,MO,IG,Chicago
