Frequency,Input,Callsign,Description,System/Category,Tag,Updated
155.16000,,KWY223,Transportation Dept (1100 N Smith Rd),Palatine Community Consolidated School District 15,Schools,2012:04:19
155.16000,,,Lifestar Base,Loyola Hospital Lifestar Air Ambulance,EMS Dispatch,2011:08:04
155.16000,,KUQ732,Buses (Districtwide East and West Campuses) (was 173.8),Leyden Township Schools,Schools,2012:12:29
155.16000,,KAL739,School District 130: Buses ?,Blue Island - Schools,Schools,2006:09:09
155.16000,,,Ops?,Air Angels Ambulance Service,Hospital,2006:06:04
155.16000,,WPDN452,Kirby School District #140: Ops (unknown input),Tinley Park Schools,Schools,2013:02:14
155.16750,,WPPY924,Combined Agency Response Team,Orland Central Dispatch,Fire-Tac,2011:01:12
155.17500,,WNIY315,EMS: Secondary,Bud's Ambulance (Dolton),EMS-Tac,2009:08:23
155.18250,159.21750,WPXX835,Public Works/City Admin,Niles,Public Works,2008:12:30
155.19000,159.01500,KSI906,"Police: Dispatch - Old Band (units Adam, Bee) (was 107.2 PL)",Oak Forest,Law Dispatch,2013:04:11
155.20500,,KXZ278,First Student: Buses - Schaumburg [Ch 1],Schaumburg Schools,Schools,2009:01:07
155.20500,,KYN313,River Trails School District,Mount Prospect - Schools,Schools,2008:12:30
155.21250,,WPPY924,Combined Agency Response Team,Orland Central Dispatch,Fire-Tac,2011:01:12
155.22000,,WNVT256,Bus Ops (SD68) (also MOTOTRBO),Skokie Schools,Schools,2006:08:09
155.22000,,,ESDA: Dispatch,Melrose Park,Emergency Ops,2008:12:30
155.22000,,KFZ903,Barrington Transportation: Buses,Barrington Community Unit School District 220,Schools,2008:12:27
155.23500,,,EMS: Dispatch [NO LICENSE],Rescue Eight Ambulance Service (Arlington Heights),Hospital,2005:11:14
155.23500,,KSL897,Bus Service: South Suburban School,Kickert School Bus Lines (Lynwood),Schools,2007:06:12
155.24250,158.94750,KNNJ588,Fire: Dispatch (900s),Berwyn,Fire Dispatch,2006:08:06
155.25000,,KSA860,Police: Car to Car/Alternate [Ch 2],Glenview,Law Tac,2006:08:09
155.25000,,,Police: Ops [Ch 10],Kenilworth,Law Talk,2013:11:10
155.25000,,KSA860,Glenview Police,Norcom Police Communications Network,Law Dispatch,2009:01:16
155.25000,,KSD361,Police: Tac [Ch -10] (with Glencoe),Northfield,Law Tac,2009:07:29
155.25000,,,Police: Ops [Ch 10],Glencoe,Law Talk,2013:11:10
155.27250,,WPPY924,Combined Agency Response Team,Orland Central Dispatch,Fire-Tac,2011:01:12
155.28000,,KNFH932,IDPH Statewide Hospital Disaster Coordination,Chicago Fire Department and EMS,Hospital,2008:09:07
155.28000,,KSE515,EMS: Dispatch - Primary,Bud's Ambulance (Dolton),EMS Dispatch,2009:08:23
155.28000,,KNIR308,IDPH Statewide Hospital Disaster Coordination,Illinois Hospital Association (*match up with hospitals),Hospital,2008:09:07
155.30000,,,Rental Radio F-13,Communications Direct,Business,2009:11:10
155.30250,,WPPY924,Combined Agency Response Team,Orland Central Dispatch,Fire-Tac,2011:01:12
155.31000,,KSA425,Police: Tac,Cicero,Law Tac,2008:12:27
155.31000,,,Police: Tac-4,Forest View,Law Tac,2008:12:27
155.32500,,WPEK951,Air Ground Ambulance Ops,Superior Ambulance Service / AIR MED 1,EMS-Tac,2006:06:04
155.34000,,KNHR850,Patient Reports,Lutheran General Hospital (Park Ridge),Hospital,2013:06:02
155.34000,,,Patient Reports,Oak Park Hospital (Oak Park),Hospital,2013:06:02
155.34000,,KNIR308,Patient Reports,Illinois Hospital Association (*match up with hospitals),Hospital,2013:06:02
155.34000,,,Patient Reports,Hines VA Hospital (Maywood),Hospital,2013:06:02
155.34000,,KVQ670,Patient Reports,Palos Community Hospital (Palos Heights),Hospital,2013:06:02
155.34000,,WPRI405,Patient Reports,Swedish Covenant Hospital (Chicago),Hospital,2013:06:02
155.34000,,WPZP417,Patient Reports,Little Company of Mary Hospital (Evergreen Park),Hospital,2013:06:02
155.34000,,WPYW500,Ambulance-to-Hospital Comms,Ambulance Transportation,Hospital,2006:11:06
155.34000,,WPMQ565,Ambulance-to-Hospital Comms,Medical Express Ambulance,Hospital,2006:11:06
155.34000,,,Patient Reports,Hospital of Englewood (Chicago),Hospital,2013:06:02
155.34000,,,Patient Reports,Mercy Hospital and Medical Center (Chicago),Hospital,2013:06:02
155.34000,,WQCR950,Patient Reports,Resurrection Medical Center (Chicago),Hospital,2013:06:02
155.34000,,KNFW494,Patient Reports,Illinois Masonic Medical Center (Chicago),Hospital,2013:06:02
155.34000,,,Patient Reports,Hinsdale/South Suburban Hospital,Hospital,2013:06:02
155.34000,,KRL348,Patient Reports,Glenbrook Hospital (Glenview),Hospital,2013:06:02
155.34000,,,Patient Reports,St. Mary of Nazareth Hospital (Chicago),Hospital,2013:06:02
155.34000,,,Patient Reports,Hospital of Englewood (Chicago),Hospital,2013:06:02
155.34000,,WXL603,Patient Reports,Rush Oak Park Hospital,Hospital,2013:06:02
155.34000,,WPQC695,Ambulance-to-Hospital Comms,Blackhawk Medical Transport,Hospital,2006:11:06
155.34000,,,Ambulance-to-Hospital Comms,Air Angels Ambulance Service,Hospital,2006:06:04
155.34000,,,Patient Reports (Lemont),St. Joseph Hospital (Chicago),Hospital,2013:06:02
155.34000,,WPRI408,Patient Reportss [Terminated],Grant Hospital (Chicago) [Closed],Hospital,2013:06:02
155.34000,,WPQJ879,Ambulance-to-Hospital Comms,Alverno Ambulance,Hospital,2005:11:29
155.34000,,WQKQ201,Patient Reports,Stroeger Hospital aka Cook County Hospital (Chicago),Hospital,2013:06:02
155.34000,,KXM728,Patient Reports [Expired 6/04],MetroSouth Medical Center (Blue Island),Hospital,2013:06:02
155.34000,,,Patient Reports,Leyden Community Hospital (Melrose Park),Hospital,2013:06:02
155.34000,,KVW876,Patient Reports,Holy Family Medical Center (Des Plaines),Hospital,2013:06:02
155.34000,,WPRI407,Patient Reports,Rush Presbyterian Saint Lukes Medical Center (Chicago),Hospital,2013:06:02
155.34000,,,Patient Reports,Westlake Community Hospital (Chicago),Hospital,2013:06:02
155.34000,,,Patient Reports,Alexian Brothers Medical Center (Elk Grove Village),Hospital,2013:06:02
155.34000,,,Patient Reports (Manhattan),St. Joseph Hospital (Chicago),Hospital,2013:06:02
155.34000,,,Patient Reports,Loyola University Medical Center (Maywood),Hospital,2013:06:02
155.34000,,KRA534,Patient Reports,Christ Medical Center (Oaklawn),Hospital,2013:06:02
155.34000,,,Patient Reports,Bethany Methodist Hospital (Chicago),Hospital,2013:06:02
155.34000,,WPHK427,Patient Reports [EXPIRED],Good Shepherd Hospital (Barrington),Hospital,2013:06:02
155.34000,,KRL348,Patient Reports,Evanston Hospital,Hospital,2013:06:02
155.34000,,WQCI830,Patient Reports,Holy Cross Hospital (Chicago),Hospital,2013:06:02
155.34000,,WPZP417,Patient Reports,Little Company of Mary Hospital (Evergreen Park),Hospital,2013:06:02
155.34000,,KNFH932,South BLS Hospital to Ambulance Channel,Chicago Fire Department and EMS,Hospital,2010:04:09
155.34000,,KNIR308,Patient Reports,Illinois Hospital Association (*match up with hospitals),Hospital,2013:06:02
155.34000,,KVQ670,Patient Reports,Palos Community Hospital (Palos Heights),Hospital,2013:06:02
155.34000,,,Patient Reports (Mot Tone code SA?),St. Francis Hospital (Evanston),Hospital,2013:06:02
155.34000,,,Patient Reports,Mercy Hospital and Medical Center (Chicago),Hospital,2013:06:02
155.34000,,WPVY673,Ambulance-to-Hospital Comms,Advanced Critical Transport,Hospital,2005:09:06
155.34000,,WPRI405,Patient Reports,Swedish Covenant Hospital (Chicago),Hospital,2013:06:02
155.34000,,WPYY793,Patient Reports,Northwest Community Hospital (Arlington Heights),Hospital,2013:06:02
155.34000,,,Patient Reports,Hines VA Hospital (Maywood),Hospital,2013:06:02
155.34000,,WPMQ565,Ambulance-to-Hospital Comms,Medical Express Ambulance,Hospital,2006:11:06
155.34000,,,Patient Reports,St. Mary of Nazareth Hospital (Chicago),Hospital,2013:06:02
155.34000,,KNFW494,Patient Reports,Illinois Masonic Medical Center (Chicago),Hospital,2013:06:02
155.34000,,WQFZ555,Patient Reports,South Shore Hospital (Chicago),Hospital,2013:06:02
155.34000,,,Patient Reports,Hinsdale/South Suburban Hospital,Hospital,2013:06:02
155.34000,,,Patient Reports,Oak Park Hospital (Oak Park),Hospital,2013:06:02
155.34000,,WQDK520,Patient Reports,Jackson Park Hospital and Medical Center (Chicago),Hospital,2013:06:02
155.34000,,WQQH675,Patient Reports [also 155.28],Lurie Childrens Memorial Hospital (Chicago),Hospital,2010:12:26
155.34000,,WPTC621,Patient Reports,St. Elizabeth Hospital (Chicago),Hospital,2013:06:02
155.34000,,KNFH932,MERCI South - Patient Reports [Ch 11],Chicago Fire Department and EMS,EMS-Talk,2005:02:04
155.34000,,,Patient Reports,Provident Hospital of Cook County (Chicago),Hospital,2013:06:02
155.34000,,WNSN324,Patient Reports,MacNeal Memorial Hospital (Berwyn),Hospital,2013:06:02
155.34000,,KZZ746,Patient Reports,La Grange Memorial Hospital,Hospital,2013:06:02
155.34000,,KLD978,Patient Reportss (518 North Austin Blvd - Oak Park),West Suburban Hospital (Oak Park),Hospital,2013:06:02
155.34000,,WQCR950,Patient Reports,Resurrection Medical Center (Chicago),Hospital,2013:06:02
155.34000,,WPVJ225,Patient Reports,St. Anthony Hospital (Chicago),Hospital,2013:06:02
155.34000,,,Patient Reports,St. Alexius Medical Center (Hoffman Estates),Hospital,2013:06:02
155.34000,,,Patient Reports,St. James Hospital (Olympia Fields),Hospital,2013:06:02
155.34000,,KNHR850,Patient Reports,Lutheran General Hospital (Park Ridge),Hospital,2013:06:02
155.38500,,WPQH879,Fireground,Palos Heights,Fire-Tac,2009:01:07
155.38500,,,EMS: Private [NO LICENSE],Vandenberg Ambulance Service (Tinley Park),EMS-Tac,2009:01:08
155.38500,150.77500,WPKM720,FPD: Dispatch [Ch 1],Lemont,Fire Dispatch,2008:12:29
155.40000,,KNHR850,Patient Reports (Mobiles),Lutheran General Hospital (Park Ridge),Hospital,2013:06:02
155.40000,,,Rental Radio F-14,Communications Direct,Business,2009:11:10
155.40000,,KRL348,Patient Reports,Glenbrook Hospital (Glenview),Hospital,2013:06:02
155.40000,,WNAB787,Patient Reports,St. Alexius Medical Center (Hoffman Estates),Hospital,2013:06:02
155.40000,,KVW876,Patient Reports,Holy Family Medical Center (Des Plaines),Hospital,2013:06:02
155.40000,,KNHR850,Patient Reports,Lutheran General Hospital (Park Ridge),Hospital,2013:06:02
155.40000,,WPZT539,Patient Reports (CSQ Receive),Alexian Brothers Medical Center (Elk Grove Village),Hospital,2013:06:02
155.40000,,WPHK427,Ambulance-to-Hospital Comms [EXPIRED],Good Shepherd Hospital (Barrington),Hospital,2010:12:26
155.40000,,KRL348,Patient Reports,Evanston Hospital,Hospital,2013:06:02
155.40000,,KNFH932,North BLS Hospital to Ambulance Channel,Chicago Fire Department and EMS,Hospital,2010:04:09
155.40000,,WPYY793,Patient Reports,Northwest Community Hospital (Arlington Heights),Hospital,2013:06:02
155.40000,,KRL348,Helipad Operations,Glenbrook Hospital (Glenview),EMS Dispatch,2011:01:04
155.40000,,KNFH932,MERCI North - Patient Reports [Ch 10],Chicago Fire Department and EMS,EMS-Talk,2005:02:04
155.40000,,KRL348,Helipad Operations,Evanston Hospital,Hospital,2008:09:05
155.41500,,WPUC411,Police,Rosemont,Law Tac,2006:08:09
155.41500,,WNSV367,Police: Mobile Data System (CSQ),Richton Park,Data,2009:01:07
155.43000,,KSG774,Police: Tac-3 (Former),Streamwood,Law Dispatch,2009:01:08
155.43000,,**,Police: Tac,Hodgkins,Law Tac,2008:12:28
155.43000,,KSB268,Police: Tac (Channel 2?),Bedford Park,Law Tac,2006:08:06
155.43000,,KCL416,Police: Car-to-Car,Lemont,Law Tac,2014:05:05
155.43000,,,Police: Tac [NO LICENSE],Burbank,Law Tac,2008:12:27
155.43000,,KNFZ535,Police: Tac [Ch 3],Hickory Hills,Law Tac,2007:11:06
155.44500,,,Police: Tac [Ch 4] [NO LICENSE],Chicago Ridge,Emergency Ops,2008:12:27
155.44500,,,Emergency Management: Car-to-Car [No License],Palos Hills,Emergency Ops,2012:01:03
155.47500,,KFM495,Nationwide Law Enforcement Emergency [Ch 4],Cook County Sheriff's Department,Law Talk,2013:04:24
155.49000,,KRM690,Memorial Park District (also Police Tac),Bellwood,Public Works,2007:06:09
155.49000,,KEX221,"Franklin Park, Melrose Park, Memorial Park District, Norridge, Northlake, Stone Park, Veterans Park District Car-to-Car",Municipal Police,Law Dispatch,2004:10:02
155.49750,158.90250,KFV992,Public Works,Harvey,Public Works,2006:08:06
155.50000,,,Rental Radio F-15,Communications Direct,Business,2009:11:10
155.53000,,,Water Department (155.53?),Arlington Heights,Public Works,2006:08:06
155.53500,153.99500,KSA717,Sheriff: South Patrol (Also TRS) [Ch 2],Cook County Sheriff's Department,Law Dispatch,2011:06:25
155.53500,,KSA717,Sheriff: Testing,Cook County Sheriff's Department,Law Dispatch,2013:09:02
155.55000,,**,Police: Tac,Harvey,Law Tac,2006:08:06
155.55000,156.01500,KEX328,Police: Automatic Vehicle Locater Service,Schaumburg,Data,2009:01:07
155.55000,,KEX328,Police: Simplex (D412?),Schaumburg,Law Dispatch,2009:01:07
155.55750,159.33750,WQID706,Oak Lawn Central Dispatch: Fire (*see notes),Oak Lawn Central Dispatch (OLCD),Fire-Tac,2011:12:15
155.57250,155.30250,KBW805,"Police: Local (w/ Orland Hills, etc)",Orland Park,Law Tac,2012:10:08
155.58000,158.98500,WPLV604,Leyden High School: Security/Admin (West Campus),Northlake - Schools,Schools,2008:06:12
155.58000,158.98500,WPLV604,W Leyden High School: Maintenance (Northlake),Leyden Township Schools,Schools,2014:11:19
155.59500,153.96500,KSA717,Sheriff: Talk-Around (old North Patrol) [Ch 1],Cook County Sheriff's Department,Law Talk,2011:06:25
155.61000,154.71000,KSC258,Police: Dispatch (units 200/300s) [Ch 1],Lansing,Law Dispatch,2008:12:29
155.62500,,KSG774,Police: Tac - New,Streamwood,Law Tac,2009:01:08
155.64000,153.93500,KFM495,Sheriff: Auxillary - Band 5 (Also TRS) [Ch 5],Cook County Sheriff's Department,Law Dispatch,2005:12:23
155.64000,,WPGN791,Police: Tac and Park Police,Bellwood,Law Tac,2007:06:09
155.64000,,KRM690,Memorial Park District Police (also Norcomm 17 Side),Bellwood,Law Tac,2008:12:26
155.64000,,KSA717,Police: Net 17 Side,NORCOMM 911 Dispatch / MABAS Division 20 (Franklin Park),Law Tac,2009:02:02
155.64000,153.93500,KFM495,Sheriff: Testing {Auxillary - Band 5 (Also TRS) [Ch 5]},Cook County Sheriff's Department,Law Dispatch,2012:08:22
155.66250,,WPTZ663,Fleet Services,Oak Park,Public Works,2009:01:07
155.67000,,KSI631,Police: Tactical,South Holland,Law Tac,2009:01:07
155.67000,,KSI631,Police: Car-to-Car / ESDA to PD Car (side band),E-COM Dispatch Center (Homewood),Law Talk,2008:01:26
155.67000,,,Public Works,Lincolnwood,Public Works,2006:08:06
155.67000,,WNKT732,Public Works,Lynwood,Public Works,2008:12:29
155.67750,153.92750,WPXE835,Public Works,Glenview,Public Works,2006:08:06
155.68500,,,Police: Tac,Hillside,Law Tac,2008:12:28
155.68500,155.89500,,Police: Car-to-Car [Lincoln 17] [No License],Hinsdale,Law Tac,2011:01:05
155.69250,,WPUC412,Police: Tac - Future (possible repeater),Orland Hills,Law Tac,2009:01:07
155.69250,159.42750,WQGZ454,Fire: Dispatch (2 simulcast R),Evanston,Fire Dispatch,2007:10:18
155.70000,,KRL412,Police: Dispatch [Ch 1],Burnham,Law Dispatch,2008:12:27
155.70000,,,Police: Tac (no longer used),Calumet City,Deprecated,2007:06:12
155.71500,,KLD760,Public Works,Park Ridge,Public Works,2009:01:07
155.71500,,KNNI796,911 Operations,Cicero,Multi-Tac,2008:12:27
155.71500,,KJW601,ESDA: Alerting Receivers,Hoffman Estates,Emergency Ops,2008:12:28
155.71500,,KJW601,Snow Plows (?),Hoffman Estates,Public Works,2013:03:06
155.73000,,,Police: Tactical [No License],Crestwood,Law Tac,2008:12:27
155.74500,153.75500,KQZT948,Police: Dispatch,Des Plaines,Law Dispatch,2013:11:10
155.74500,153.75500,KQZT948,Police: Dispatch - Des Plaines (*corrected 3/13),Des Plaines/Park Ridge Emergency Communications Center,Law Dispatch,2011:03:31
155.76000,,KCX947,Police: Alternate [VHF-F2],Wheeling,Law Tac,2006:08:09
155.76000,,KDM250,Electric Department,Evanston,Public Works,2007:06:13
155.76000,,KBG785,Public Works - Snow Removal,Northbrook,Public Works,2007:06:12
155.76000,,KDN985,Public Works,Evanston,Public Works,2007:06:13
155.77500,,,Village Administration [NO LICENSE],Inverness,Public Works,2008:12:29
155.77500,,KNHA865,Police: Alternate / Tac - Ch 3,Alsip,Law Tac,2006:08:06
155.77500,,,ESDA: Operations,Oak Forest,Emergency Ops,2006:08:06
155.77500,,KQS788,Local Government / Police: Alternate,Lynwood,Public Works,2008:12:29
155.77500,,,Public Works / Police Alternate  [No license],Lincolnwood,Public Works,2006:08:06
155.77500,,,Arena,All State Arena / Stephens Convention Center (Rosemont),Business,2008:11:16
155.77500,,KSC966,Public Works / City Bus Service,Northlake,Public Works,2008:12:30
155.77500,,KNHL315,Public Works [Ch 1] / Police/Fire Alternate,Rosemont,Public Works,2006:08:09
155.77500,,KNHA865,Local Government,Alsip,Public Works,2006:08:06
155.77500,,,Police: Band 4 - Sideband / EMA,Thornton,Law Tac,2009:05:16
155.79000,,WPAZ335,Police: Tac [Ch 2],Midlothian,Law Tac,2008:12:30
155.79750,153.86750,WQUF682,Fire: Dispatch - South (in use 9/30/14),RED: Regional Emergency Dispatch (Northbrook),Fire Dispatch,2014:11:09
155.80500,,WNHN814,Wheeling Township Senior Transportation,Townships and Water Districts,Transportation,2009:01:09
155.80500,,KNHV863,Public Works / Police Alternate,Berkeley,Public Works,2006:08:06
155.80500,,WPKY438,Public Works: Electric/Water/Sewer,East Hazel Crest,Public Works,2006:08:06
155.80500,,WNLG731,Schaumburg Township Road Maintenance,Schaumburg,Public Works,2011:01:08
155.80500,,KTG547,Public Works,Riverside,Public Works,2009:01:07
155.80500,,KEX969,Public Works / Police - Tac,Hillside,Public Works,2008:12:28
155.80500,,KXM329,Public Works / Police Signal (repeats ?),Countryside,Public Works,2006:08:06
155.80500,,,Elk Grove Township Township Highway Department,Townships and Water Districts,Public Works,2008:12:30
155.82000,,WPQD843,Emergency Management,Maine Township (Park Ridge),Emergency Ops,2008:12:29
155.82000,,KWO839,Tinley Park Police [Ch 2],Hollywood Casino Amphitheatre  (Tinley Park),Law Tac,2006:08:15
155.82000,,WNUQ878,ESDA: Operations,Des Plaines,Emergency Ops,2009:01:15
155.82000,,KWO839,Police: Tactical / Tweeter Center Events [Ch 2] / ESDA,Tinley Park,Law Tac,2012:01:24
155.82000,,KNCS512,Public Works,Arlington Heights,Public Works,2006:08:06
155.82500,,,Local Government/Administrative,Blue Island,Public Works,2007:06:12
155.83500,155.14500,WPJW746,Fire: Command Van,NORCOMM 911 Dispatch / MABAS Division 20 (Franklin Park),Fire-Tac,2006:01:24
155.83500,,WPJK929,Public Works,Burbank,Public Works,2008:12:27
155.83500,,WPJK929,Fire: Protection (by Lake Zurich Fire-Rescue),Deer Park,Fire Dispatch,2008:12:27
155.83500,,,Public Works,Melrose Park,Public Works,2008:12:30
155.86500,,KNDW257,Police: Car-to-Car [Ch 2] [ESDA/Fire Ch 4],Rolling Meadows,Law Tac,2009:01:07
155.86500,,WQEI325,Public Works,River Grove,Public Works,2009:01:07
155.88000,159.06000,KNFP292,Public Works / Police [Ch 3],Orland Park,Public Works,2006:08:06
155.88000,,KDR419,Public Works,Evergreen Park,Public Works,2008:12:27
155.88000,,KEY981,Public Works [Ch 1],Chicago Heights,Public Works,2007:06:12
155.88000,,,Old Public Works / Police F3 / Fire,Glenview,Public Works,2006:08:06
155.88000,,,Public Works,Hazel Crest,Public Works,2006:08:06
155.88000,,WQY272,Public Works / Fire / Police [Ch 4],Morton Grove,Public Works,2008:12:30
155.88000,,KWS365,Public Works [EXPIRED],Bridgeview,Public Works,2008:12:27
155.89500,,KLG656,Operations,Northwest Mosquito Abatement District (Wheeling),Public Works,2009:01:09
155.89500,,,Public Works [NO LICENSE],Norridge,Public Works,2008:12:30
155.89500,,KNDL463,ESDA,Steger,Emergency Ops,2006:08:06
155.89500,,,Public Works / Police Tac [Ch 3],Justice,Public Works,2011:01:05
155.89500,,KJN917,Public Works / Police: Tac-4 (Former),Streamwood,Public Works,2006:08:09
155.91000,,**,Police: Tactical,Posen,Law Tac,2009:01:07
155.91000,,KSA942,Police: Tac [Ch 6],River Forest,Law Tac,2009:01:07
155.91000,,,Police: Tactical,Dixmoor,Law Tac,2008:12:27
155.92500,,WNKI480,Administrative,Rich Township,Public Works,2009:01:07
155.92500,,WPFW502,ESDA: Local?,South Holland,Emergency Ops,2006:08:06
155.92500,,WPFW502,EOC: Car-to-Car/Handhelds,E-COM Dispatch Center (Homewood),Law Talk,2008:01:26
155.92500,,WNMM263,Public Works,Niles,Public Works,2008:12:30
155.92500,,KJJ437,Public Works / Water Department,Mount Prospect,Public Works,2010:02:26
155.92500,,KNEK287,Public Works,Des Plaines,Public Works,2008:12:27
155.92500,,KNEK287,Police: Tac / Fire / Public Works [Ch 2],Des Plaines,Multi-Tac,2008:12:27
155.92500,,,Public Works,Lincolnwood,Public Works,2006:08:07
155.94000,,WQFM918,Stickney Township Activities / Emergency Response,Townships and Water Districts,Public Works,2008:12:30
155.94000,,KB25131,Police: Tac [Ch 5],Rolling Meadows,Law Tac,2009:01:07
155.94000,,KYE676,Public Works,Hickory Hills,Public Works,2006:08:06
155.94000,,KNDW258,Public Works / ESDA [Ch 3],Rolling Meadows,Public Works,2009:01:07
155.94000,,WPHK378,Public Works / Police Tac [Ch 3],North Riverside,Public Works,2008:12:30
155.95500,158.97750,WNHH689,Public Works / Police Fire Alternate,Lincolnwood,Multi-Tac,2008:01:15
155.95500,,WQFN586,Public Works / Police Alternate,Dolton,Public Works,2008:12:27
155.97000,,WNCM652,Fireground,Forest Park,Fire-Tac,2008:12:27
156.03000,,WPUJ895,Police: Mutual Aid,Hodgkins,Law Tac,2008:12:28
156.15000,,WQEW584,Police: Portables (2wt),Park Ridge,Law Tac,2009:01:07
156.15000,,,Police: Tac,Harvey,Law Tac,2006:08:06
156.15000,,,Police: Detectives [Ch 16] (was 118.8 PL),Des Plaines,Law Tac,2010:02:22
156.15000,,KSF461,Police: Tac [Ch 3],Rolling Meadows,Law Tac,2009:01:07
156.16500,,,Police: Tac [Ch 8] [NO LICENSE],Lyons,Law Tac,2008:12:29
156.16500,,WPNR717,Public Works,Willow Springs,Public Works,2006:08:07
156.18000,,WNRA895,Leyden Township Highway Department,Townships and Water Districts,Public Works,2007:06:12
156.18000,,,Police: Car-to-Car [Ch 6],Oak Park,Law Tac,2009:01:07
156.18000,,,Bloom Township: Admin,Townships and Water Districts,Public Works,2011:01:03
156.18000,,,Street Department [NO LICENSE],Cicero,Public Works,2008:12:27
156.20250,153.91250,WPTZ663,Parking Meters (Fleet Services),Oak Park,Public Works,2015:03:24
156.21750,,WPUA641,Public Works,Ford Heights,Public Works,2008:12:27
156.22500,159.00000,KVM453,Public Works,Forest Park,Public Works,2008:12:27
156.24000,,WQAM478,Park District (input likely 154.815),Glenview,Public Works,2015:06:24
156.24000,,WQBB913,Thornton Township Ops / Road Maintenance,Townships and Water Districts,Public Works,2008:09:07
156.25000,,,Rental Radio F-12,Communications Direct,Business,2009:11:10
156.65000,,,Rental Radio F-16,Communications Direct,Business,2009:11:10
157.07500,,,USCG Marine (Ch 81),Alsip,Transportation,2006:08:06
157.54500,,WPKC929,American Taxi: Mobiles (Rolling Meadows),Taxi Cabs,Transportation,2009:06:12
157.56000,,KSA723,American-United Cab Company (Chicago) {mobiles to 152.3},Taxi Cabs,Transportation,2006:09:06
157.56000,,WPRH939,Community Cab (Des Plaines) {mobiles to 152.3},Taxi Cabs,Transportation,2006:09:04
157.56750,,WQSW563,Catholic Cemeteries (Hillside),Miscellaneous - Hillside,Business,2014:12:12
157.59000,,KNAD861,Norshore Cab Association (Evanston) {mobiles to 152.33} (Old?),Taxi Cabs,Transportation,2007:08:07
157.59000,,KSC557,Transportation Maintenance (Chicago),Taxi Cabs,Transportation,2012:10:05
157.60500,,WPMF849,Lawrence Taxi: Mobiles (Rolling Meadows),Taxi Cabs,Transportation,2012:11:24
157.62000,,KSH488,Jet Livery Service - Mobiles to Base,Limousine Services,Transportation,2008:09:29
157.68000,,WPMK719,American Taxi: Data (Rolling Meadows) (licensed BM to Oak Brook Terrace-DuPage),Taxi Cabs,Transportation,2009:06:12
157.68750,,WPSK202,Operations,Oak Park and River Forest High School,Schools,2011:01:07
158.25000,,KSI648,Water Department South [Ch 21],Chicago Fire Department and EMS,Public Works,2005:08:21
158.27250,,,Site 105 Schaumburg (Unidentified LCN),Ventronics (Metro Chicago),TRS,2008:10:09
158.74500,,KFF310,Police: Tactical,Worth,Law Tac,2006:08:06
158.74500,,KJY914,Public Works [Ch 1],Calumet City,Public Works,2008:12:27
158.74500,,,Public Works [NO LICENSE],Chicago Heights,Public Works,2007:06:12
158.74500,,KFF310,Public Works [Ch 1],Worth,Public Works,2006:08:06
158.74500,,KLM662,Public Works / Streets & Sanitation,Lansing,Public Works,2008:12:29
158.74500,,KLM662,Lan-Oak Park Dist / Parks & Rec,Lansing,Public Works,2008:12:29
158.74500,,KXT940,Lyons Township Senior Transportation,Townships and Water Districts,Public Works,2013:03:05
158.74500,,WPHK652,Public Works / Township Admin / Polcie F-4 Alternate,Lyons,Public Works,2008:12:29
158.74500,,KFF310,Public Works [Ch 1],Midlothian,Public Works,2011:01:06
158.74500,,KFF310,Public Works,Chicago Ridge,Public Works,2008:12:27
158.74500,,WPHK652,Public Works/Local Govt/EMA/Police Tac 4),Lyons,Multi-Tac,2008:12:29
158.74500,,KKQ299,Police: Tac,Chicago Ridge,Law Tac,2008:12:27
158.74500,,,Public Works [No license?],South Barrington,Public Works,2006:08:09
158.74500,,WPXI664,Public Works,Palos Heights,Public Works,2009:01:07
158.76000,,KBW414,Operations,Office of Emergency Management - Chicago (OEMC),Emergency Ops,2012:09:04
158.76000,,KBW417,{Link to} Emergency Management (@ Dept of Aviation - Guard Station 5),Public Safety / Airport Operations,Emergency Ops,2008:11:16
158.77500,,KNHG761,Thorn Creek Sanitary District (Chicago Heights),Townships and Water Districts,Public Works,2009:01:08
158.77500,,WPXI296,Public Works,Westchester,Public Works,2006:08:06
158.77500,,WPXI296,Emergency Management (EMA) (622 DPL?),Westchester,Emergency Ops,2006:08:06
158.77500,155.71500,KXO735,Operations (Oak Forest/Harvey),South Cook County Mosquito Abatement District,Public Works,2006:08:06
158.77500,,WPQE921,ESDA,Skokie,Emergency Ops,2006:08:09
158.77500,,WNCX664,Emergency Management,Morton Grove,Emergency Ops,2008:12:30
158.77500,,KVM576,Public Works / ESDA / Police: Car-to-Car,Crestwood,Public Works,2008:12:27
158.77500,,WPUB434,Police: Car-to-Car,South Barrington,Law Tac,2007:11:06
158.80500,,KVB425,Administrative,Worth Township,Public Works,2009:02:11
158.80500,,KRT727,Public Works,Alsip,Public Works,2006:08:06
158.82000,,KII618,Public Works [Ch -2] (also 167.9 reported),River Forest,Public Works,2009:01:07
158.82000,,WQGI235,Public Works,Maywood,Public Works,2008:12:29
158.82000,,KNAB429,Public Works / ESDA,Brookfield,Public Works,2006:08:06
158.82000,,,ESDA: Ops / Police Tac,Elmwood Park,Multi-Tac,2008:12:28
158.83500,,,Public Works [No License],Schaumburg,Public Works,2009:01:07
